No,Ulasan,Label,Pelayanan,Fasilitas,Wahana,Kuliner
50,favorit bersih sejuk makan jangkau,1,0,0,0,1
51,cocok banget karenaa layan tugas ramah menu makan situ lengkap murah riah,1,1,0,0,1
52,rute reta mini nya lumay sesal cafe nya mnurut standard tolong tingkat fasilitas toilet mushola nya bersih banget bersih nya,1,0,1,1,1
53,sedia warung jual harga jangkau,1,0,0,0,1
54,tiket masuk rp orang murah riah harga kafetaria jangkau tipikal harga wisata,1,0,1,0,1
55,hitung murah wisata pop mie aqua,1,0,0,0,1
56,kantin harga jangkau enak,1,0,0,0,1
57,kolam renang wahana lumay harga jangkau becak air reta sawah jantra kuda sepeda layang becak terbang dan lain lain kantin jual aneka minum musholla dekat kantin,1,0,0,1,1
58,asyik kolam air nya asli sumber air enang pandang bagus full hijau hijau harga nya murah murah wahana murah,1,0,0,1,1
59,kuda becak terbang dan lain lain oh iya sedia gazebo sawah duduk duduk pandang gunung area bersih udara segar panas warung jajan oh iya camping gaes,1,0,1,1,1
60,wisata alam pandang sawah alam kolam renang air langsung sumber main anak anak warung menu fasilitas mushola toilet bersih,1,0,1,1,1
61,wisata jangkau fasilitas oke banget harga ramah harga ngawur lumay parkir luas wahana main kolam renang gratis punggut biaya spot foto pandang natural pkknya,1,0,1,1,0
62,food court nya harga jangkau banget murahhhh nya enak variasi,1,0,0,0,1
63,sumber air segar reta sawah tiket ribu sepeda terbang jajan harga jangkau banget risau sini bawa bekal,1,0,0,1,1
64,nya luas nya pujasera umkm batas duduk nya suasana sana sejuk segar rama harga orang habis ribu makan minum wahana main parkir harga tiket masuk,1,0,1,1,1
65,area wahana wisata area wisata kuliner bagi area wisata kelola bumdes sedia utama area kelola umkm bina bumdes tapanrame toko umkm,1,0,0,0,1
66,akses jalan sempit hadiah beret kanan kiri selip mobil parkir penuh mobil masuk stop penuh masuk,0,1,1,0,0
67,admin buka maaf fasilitas loh loh wisata parkir tinda pilik,0,1,1,0,0
68,atur parkir unjung biar masuk area arah parkir suruh jalan tembus pintu,0,0,1,0,0
69,bablas ambil tiket pinggir jalan suru tukang parkir lokasi jalan lumay muter bilang samperin loket ya usir suruh jalan masuk sempit lewat rumah rumah warga tempat enggak ada bagus bagus panas panas ujan ya ujan ujan plus becek banget nomor recomended segi karyaw lokasi enggak ada bagus,0,1,1,0,0
70,pokoke seru murah riah wis segitu karcis nomor,1,0,1,0,0
71,rekomended mobil sana pas minggu kondisi hujan area parkir medan off road,0,0,1,0,0
72,sini mobil pengin aman jalan sempit banget cok mobil gue langsung beret kanan kiri mobil beli cok,0,0,1,0,0
73,jalan masuk sempit mobil jalan masuk jalan jalan ganti,0,0,1,0,0
74,penuh sini ecewa biar capek sana ada daftar karcis online zaman modern,0,0,1,0,0
75,gapura bolak bilang penuh hansip nya,0,1,0,0,0
76,nya rama toilet lihat instagram google nyata,0,0,1,0,0
77,air nya suejuk sumber alam,1,0,0,0,0
78,rama aduh,0,0,0,0,0
79,tingkat fasilitas sedia tikar minimal sewa susah nyaman pandang bagus alhasil ikmat sadar saran ima kasih,0,0,1,0,0
80,cocok luarga pandang bagus ikan air tawar,1,0,0,0,0
81,suasana sejuk alam ata bagus,1,0,0,0,0
82,puol sini gadibolehin belok ogah yaudah gajad,0,1,0,0,0
83,nya fasum teduh pada event,0,0,1,0,0
84,tempat bagus sayang elola wisata profesional kesan sopan,0,1,0,0,0
85,bagus,0,0,0,0,0
86,lumay,1,0,0,0,0
87,asri udara sejuk alam,1,0,0,0,0
88,akses massuk sempit,0,0,1,0,0
89,ya tempat penuh jajak dapat,0,0,0,0,0
90,wisata tutup,0,0,0,0,0
91,tempat senang,1,0,0,0,0
92,segar,1,0,0,0,0
93,apik lengkap om sumber gempong asiik banget wisata wisata cafe borbardir trawas,1,0,0,0,1
94,mantab keren,1,0,0,0,0
95,wisata sawah arti sesungguh arik tempat luas banget pandang nya bagus fasilitas toilet nya jarang beberapa titik cari tunjuk teduh,0,0,1,0,0
96,kali sini suam harga tiket masuk ribu orang parkir motor ribu akses jalan masuk gang bablas gangnya,0,0,1,0,0
97,sumber gempong wisata alam ds tapanrame trawas lokasi taman ganjar tunjuk jalan medan lokasi lumay turun jalan sempit paka motor matic,0,0,1,0,0
98,kali sini tiket masuk murah riah ribu orang anak main mandi kolam sepuas air jernih bebas kaporit,1,0,1,1,0
99,lokasi wisata taman wisata ganjar trawas gang masuk relatif sempit jalur mobil jalan kampung tugas jaga atur masuk mobil masuk gang,1,1,1,0,0
100,wisata desa cocok luarga time sesua nama tempat sumber air letak bawah pohon ingin bawah kolam pandi anak wahana sedia patut coba bebek air reta awan sepeda terbang,1,0,0,1,0
101,tempat bagus pandang nya sawah lengkap saung gazebo wisata renang suasana nya asri sejuk cocok banget healing luarga wisata kuda flying fox seru reta mini cocok banget anak,1,0,1,1,0
102,wisata cocok libur bareng teman teman luarga tempat luas wahana sepeda terbang becak terbang kolam renang atv reta sawah api bebek air,1,0,0,1,0
103,libur murah riah,1,0,0,0,0
104,sejuk cocok libur ala alam,1,0,0,0,0
105,cocok wisata bareng luarga,1,0,0,0,0
106,bagus murah riah pasti kamar mandi kamar ganti,1,0,1,0,0
107,bagus sesua budget ramah banget kantong,1,0,0,0,0
108,kualitas mantap,1,0,0,0,1
109,cinta alam asri tema sawah bagus,1,0,0,0,0
110,makan nya murah murah deh,1,0,0,0,1
111,lumay bagus murah riah wahana nya jam an unjung rama mskipun kerja,1,0,0,1,0
112,tempat lebih tempat,0,0,0,0,0
113,harga tiket masuk jangkau jenis makan harga makan standart harga tiket wahana standar weekend rama ikmat pandang,1,0,1,1,1
114,tempat luas bersih makan worth,1,0,0,0,1
115,wisata bagus luarga pekan suasana back nature banget air sunga jernih segar api ikan orang dewasa api anak enang renang api ikan gratis ya bayar wahana worth spend time bareng luarga pekan biaya masuk rp selamat libur,1,0,0,1,0
116,nya bagus kolam nya air nya sueger harga tiket masuk gila semoga nya inovasi,1,0,1,1,0
117,suka banget masyaal sana cuaca dukung sejuk kunjung kamis tiket masuk orang ribu parkir motor ribu kantin loh kamar mandi bersih suka api ikan seru geli geli kali sana incar kuda kuda cuman weekend doang reta sawah deh tiket orang ribu suka senang cocok luarga nongkrong bareng teman pasang,1,0,1,1,1
118,aduh deh sini pas weekend penuh sesak laut manusia ikmat fasilitas santa joglo teduh sewa neduh pas hujan usul saran tugas parkir koordinasi tugas erima wisataw loket parkir rasa penuh ya informasi parkir mana erima wisataw muter cari parkir tugas dalam nyuruh belakang belakang nyuruh muter cari atas susah wisataw semoga kritik saran jalan baik semoga sukses sini pikir deh,0,1,1,0,0
119,tiket masuk murah tiket wahana murah makan jual sana murah pandang indah senang,1,0,1,1,1
120,tiket murah riah,1,0,1,0,0
121,nyaman sejuk cuman pilih makan jajan,0,0,0,0,1
122,alam,1,0,0,0,0
123,keren edukasi rekomendasi ajar anak usia masyarakat enal alam,1,0,0,0,0
124,libur luarga makan tiket murah,1,0,1,0,1
125,nyaman refresing tempat bersih,1,0,0,0,0
126,suasana sejuk,1,0,0,0,0
127,bagus tempat gunung sawah,1,0,0,0,0
128,wisata murah riah harga tiket masuk ribu pandang sawah sayang neduh banget,0,0,1,0,0
129,tempat bagus,1,0,0,0,0
130,pandang gunung bagus,1,0,0,0,0
131,weekend bingung mana rekomended nih sawah sumber gempong suasana indah banget main anak dewasa oh ya tiket masuk uwaaa ecewa selera orang beda beda ya gais semoga suka sini,1,0,1,1,0
132,layan jam,1,1,0,0,0
133,obat ikmat panorama indah sejuk asli healing ikmat panorama indah nan sejuk,1,0,0,0,0
134,tempat sejuk bersih pandang mantap,1,0,0,0,0
135,asri cocok wisata luarga tiket masuk murah riah,1,0,1,0,0
136,parkir buruk,0,0,1,0,0
137,lokasi jalan sini paka ndara sutle taman ganjar parkir mobil pribad batas rama unjung parkir mobil tempat lumpur,0,0,1,0,0
138,makan mie bakso gado pandang indah parkir jalan sempit tugas pantau lumay healing,0,1,1,0,1
139,luas alam wahana nyaman lur,1,0,0,1,0
140,wisata ngerefresh banget suka lengkap mushola kamar mandi warung the best deh tiket masuk worth poll aman tolong tambahin sampah wahana sulit kali buang sampah makan,0,0,1,1,1
141,puas fasilitas layan tm mahal parkir mobil area bebas parkir,0,1,1,0,0
142,wisata luarga senang anak murah riah pandang bagus,1,0,0,0,0
143,wahana wisata awar pandang bukit hampar sawah kolam suasana sejuk asri pilih main reta sawah atv bebek air kuda kolam tempat luas prasarana parkir cukup toilet sampah tambah tersedia nya harga tiket masuk murah tiket main jangkau,0,0,1,1,0
144,pagi weekend biar rama,0,0,0,0,0
145,agam main rekomended,1,0,0,1,0
146,tempat bagus banget layan bagus makan enak murah,1,1,0,0,1
147,parkir nya hujan jembret,0,0,1,0,0
148,krasan wisata alam tiket murah riah wahana lumay pilih senang luarga gembira sepulang sumber gempong,1,0,1,1,0
149,kunjung pas tanggal merah waaah lumay unjung suasana rama luas sesak wahana sepeda air antri sesuai nomor tiket wahana reta sawah tertib antri,0,0,0,1,0
150,senang,1,0,0,1,0
151,butuh segar sumber gempong trawas cocok udara sejuk suasana senang tiket masuk reta sawah tiket keliling sawah reta sawah pokok asyik,1,0,1,1,0
152,makan murah rian lumay enak,1,0,0,0,1
153,suasana alam sejuk,1,0,0,0,0
154,sini wajib cebur kolam cuman parkir mobil kasih tenda biar hot lotot wkwkwk,0,0,1,1,0
155,wisata alam arik luarga pandanganx indah hijau edukasi anak tani samping sumber mata air jernih wahana main,1,0,0,1,0
156,sejuk asri alam fasilitas toilet mohon karen seimbang unjung,0,0,1,0,0
157,kerja sore bawa tiker santa ikmat udara pandang sejuk tempat panas teduh saung titik jajan mahal saran bawa motor sayang mobil tiket murah,0,0,1,0,1
158,pandang bagus tiket masuk ebu parkir motor ebu sejuk mantap pokok,1,0,1,0,0
159,sungguh zngt puaz dngn pmndangn lokazinxa zngt tpt api ikanxa zngt puaz,1,0,0,1,0
160,fasilitas bagus cocok ngopi ngelamun,1,0,1,0,1
161,nya bagus desa wisata jalan nanjak,0,0,1,0,0
162,pandang sawah masya allah akses lumay egang arah panda lewa tanja jurang ampel motor supra ngos ngosan mundur alhamdulil allah lindung serta anak istri,0,0,1,0,0
163,kali tempat tahap bangun cafe kali fasilitas parkir nya tahap bangun main anak anak bikin anak anak betah main harga tiket masuk ribu dewasa parkir mobil ribu musholla,0,0,1,1,1
164,waspada musim hujan daerah lereng bukit rawan banjir longsor,0,0,0,0,0
165,wisata murah riah tiket masuk ribu orang biaya parkir mobil ribu dalam main tiket ribu ribu kolam pandi langsung sumber air pasti nomor kaporit,1,0,1,1,0
166,suka nuansa alam sawah pokok,1,0,0,0,0
167,wisata sih murah riah tiket masuk ribu,1,0,1,0,0
168,dana sini akses masuk gang sempit ganti mobil papas jalan turun parkir mobil rebu tiket masuk rebu orang murah pr banget parkir batas tamu bludak rama alhasil penuh antri parkir wahana antri bilas ganti antri beli aqua warung sawah rebu murah cafe nuansa jogja ya sini weekday,0,0,1,1,1
169,bablas ambil tiket pinggir jalan suru tukang parkir lokasi jalan lumay muter bilang samperin loket ya usir suruh jalan masuk sempit lewat rumah rumah warga tempat enggak ada bagus bagus panas panas ujan ya ujan ujan plus becek banget nomor recomended segi karyaw lokasi enggak ada bagus,0,1,1,0,0
170,nya bagus cocok luarga,1,0,0,0,0
171,asri main anak dewasa,1,0,0,1,0
172,tempat bagus asri tiket masuk orang reta orang kolam renang gratis jual,1,0,1,1,0
173,harga tiket masuk murah ribu orang bagus banget nya alam sejuk lilingi sawah air nya bersih,1,0,1,0,0
174,siang panas,0,0,1,0,0
175,wisata embang potensi sumber mata air sawah asiring indah pandang gunung anggung lola bumdes,1,1,0,0,0
176,kesempat luarga kunjung overall segi konsep bagus suasana desa butuh baik wahana sepeda bebek sedia unit banding unjung weekend wahana reta sawah hati safety rel reta umpang duduk gerbong sedia sabuk aman paka pintu anak anak bahaya damping orang tua kolam renang campur ikan air bau amis lanta kolam batu baik sedia kolam khusus renang parkir pada wisata hadap lonja unjung,0,0,1,1,0
177,khas indah nya alam desa hijau,1,0,0,0,0
178,bagus perluas wahana main anak harga tiket wahana jangkau wahana gemar unjung reta sawah,1,0,0,1,0
179,bagus cocok habis libur pekan luarga,1,0,0,0,0
180,kali dengar teman lokasi reun teman sd puja surabaya tanggal rapi sejuk wahana selanjutny tambah pikir akses masuk posisi turun anjak,1,0,1,0,0
181,bagus ut arena main dewasa anak hibur,1,0,0,1,0
182,dingin sejuk asik cocok piknik luarga,1,0,0,0,0
183,wisata murah riah tempat bagus,1,0,0,0,0
184,tiket murah fasilitas akses masuk jalan sempit,0,0,1,0,0
185,sangka sebagus betah cuaca sahabat kali mantavv pandang,1,0,0,0,0
186,wisata alam mojokerto luas dingin parkir mobil luas harga tiket masuk nya murah ribu parkir mobil ribu makan minum nya relatif murah banding luar wisata jalan masuk lumay sempit mobil aplg adu mobil tugas mngatur space kosong manfaat wahana main anak makan biar rama pas pulang periksa karcis pulang aga khawatir aman ndara,0,1,1,1,1
187,kurang duduk panas,0,0,1,0,0
188,indah tempat suasana desa ya kental tiket masuk kantong ajar banget mantap recommended wajib masuk daftar healing trawas,1,0,1,0,0
189,cocok santa luarga,1,0,0,0,0
190,tempat bagus tiket murah makan jual murah jangkau sana pas weekday siang rama tiket murah pinat,1,0,1,0,1
191,harga ramah kantong cocok pas tanggal tua harga makan murah riah,1,0,0,0,1
192,bagus anak bosan sini kali kali,1,0,0,0,0
193,jalan masuk lokasi lebar cari jalan masuk rama fasilitas toilet unggu sabar guba orang ganti bilas mandi enang asyik udara mantap tata rapi pilih libur luarga ok,0,0,1,1,0
194,bagus segar banget enak banget,1,0,0,0,0
195,tiket masuk murah parkir lumay makan enak harga sahabat,1,0,1,0,1
196,atraksi nya murah riah pilih start ribu wahana main kolam renang alam api ikan gratis musim marau wajib banget bawa topi payung rimbun parkirmobil ribu sptnya parkir motor ribu biaya masuk staff nya ramah khusus reta api antri menit gantung ramai ya senang holidays guys,1,1,1,1,0
197,nya bagus pandang nya bagus cocok wisata,1,0,0,0,0
198,wisata low budget bikin sekeluarga senang saran sumber gempong angkat pagi pekan rama mobil tolak gaboleh masuk parkir full wahana nya arik murah riah nih serta foto budgeting angkat lokasi total,0,1,1,1,0
199,perintah daerah sungguh panfaat lahan sumber dapat tau sih milik orang swasta milik perintah daerah fasilitas kalah banyak duduk bikin ngunjung gampang cari duduk capek,1,0,1,0,0
200,bagus banget sejuk sawah,1,0,0,0,0
201,sini tahap bangun ya nyaman cocok healing,1,0,0,0,0
202,catat jalan area parkir sama cor aspal musim hujan licin bahaya,0,0,1,0,0
203,sejuk indah wahana kantin jual baik kotor arik,0,0,0,1,1
204,tiket murah minggu padat unjung kolam renang kolam ikan gratis wahana seru reta sawah lintas atas sawah tanam strawbery rekomended wisata luarga,1,0,1,1,0
205,tempat luas,1,0,0,0,0
206,suasana alam pesona,1,0,0,0,0
207,tempat murah bagus,1,0,0,0,0
208,murah riah,1,0,0,0,0
209,suka banget suasana asri sejuk beli makan toko cafe parkir saran toko gubuk biar jual makan tiket murah riah suka suasana jelang sore,1,0,1,0,1
210,pulang kampung dada unjung wisata parkir luas destinasi kunjung area sawah hijau kolam ikan api ikan atv reta sawah kolam pandi ayun makan lumay worth rekomended ikmat suasana tenang asri,1,0,1,1,1
211,bagus sih wahana,0,0,0,1,0
212,nya bersih cocok wisata luarga sawah hijau pandang bagus aneka main seru area kolam pandi taman,1,0,0,1,0
213,enak udara sejuk lokasi mudah jangkau,1,0,1,0,0
214,daerah gunung pandang sawah asiring luas backgeound gunung arjuno tiket masuk parkir mobil minggu rama unjung asar sedia toilet kamar ganti bilas bayar seikhlas pada padat unjung sedia musholla bersih kondisi atur masuk ndara sonel mobil papas sulit efek macet kolam alam aman pinggir kolam kolam batu tajam esiko fatal unjug paham parkir mobil musim hujan roda selip dasar tanah lihat overall panis rupa sehinggga tmpk arik,0,0,1,1,0
215,wisata konsep sawah harga tiket masuk murah,1,0,1,0,0
216,jawaba pohon elola tanam pohon area buka biar kesan sahabat unjung mayoritas anak kecil,1,0,1,0,0
217,sini bareng luarga teman harga sahabat,1,0,0,0,0
218,wahana main asyik parkir luas gazebo krg weekend pngunjug mmbludak,0,0,1,1,0
219,suasana enak sejuk tiket murah makan cafe lumay enak harga standard ya tempat wisata sini karenaa pas acara kantor suam nginep nyewa tend tenda cocok pekan luarga teman kerja,1,0,1,0,1
220,bagus banget cuy tempat ragu lihat comment ig bilang sana minggu bikin pala pusing gedek saking rame minggu coba sana pas jam enak banget sepi super dingin rame jam an enggak mau rama ya pagi but rama seru sih bikin gedek wkwkwk,0,0,0,0,0
221,bagus,1,0,0,0,0
222,pandang bagus makan enak harga murah,1,0,1,0,1
223,tempat its okayy lumay wahana harga bilang affordable saran main reta bebek air worth uang luark rendam kaki gratis renang gratis banget tuju luang,1,0,0,1,0
224,mantaaaapp pwoolll recomended banget libur luarga,1,0,0,0,0
225,tiket masuk nya murah suasana senang anak gajebo paka santa lihatk sawah hirup udara segar wisata favorit daerah trawas,1,0,1,0,0
226,padat unjung batas unjung management parkir mobil rapi jeblos untung murah,0,1,1,0,0
227,bagus tempat kolam renang sumber langsung ikan spot foto jual enak enak makan harga jangkau atv nya sepeda gantung sepeda bebek air reta reta sewa kamar weekend harga sewa kamar beda acara,1,0,1,1,1
228,suasana nyaman nyanta pandang ubud,1,0,0,0,0
229,wisata bagus cocok luarga refresh saji pandang sawah latar gunung anggung,1,0,0,0,0
230,tiket murah suasana asri saran tambahin teduh gubu sawah kasih pas musim hujan,0,0,1,0,0
231,nyaman ramai enang healing tipis sini recomended gess,1,0,0,0,0
232,pandang akjub lokasi sawah panas pungkir biaya masuk murah harga makan jangkau cocok salah destinasi wisata kunjung,0,0,1,0,1
233,sejuk tambah spot foto,1,0,0,0,0
234,bagus referensi healing luarga,1,0,0,0,0
235,bagus tempat tiket masuk murah riah,1,0,1,0,0
236,tempat bersih sejuk tugas ramah,1,1,0,0,0
237,sawah cocok banget seru an,1,0,0,0,0
238,admin ramah asli admin ramah,0,1,0,0,0
239,bagus banget alam desa asli tani panen padi pisah biji padi daun tradisional api ikan seru sih urut ikan gede asa banget kaki gigit ikan geli sumber air asli segar dingin air kolam kayak asli sumber air ya kaporit dasar kolam batu an enang bareng ikan cocok rekreasi luarga wahana reta sawah seru ngeri pas rel ikung bis kayak masuk ya elf jalan mobil luarga papas henti salah,0,0,1,1,0
240,sini ulang kali dagang motor bangun kembang reta sawah ahu bebek becak langit,1,0,0,1,0
241,sini suka reta sawah doang makan murah banget,1,0,0,1,1
242,mobil kondisi nya tanja curam,0,0,1,0,0
243,weekend macet,0,0,1,0,0
244,sini pagi banget sih rama minus rumah makan mending spot cafe,0,0,0,0,1
245,rekreasi luarga murah riah lengkap banget kolam renang api ikan warung makan main anak musholla toilet lengkap pokok,1,0,1,1,1
246,sejuk hawa,1,0,0,0,0
247,healing tipis harga murah pandang bagus worth,1,0,0,0,0
248,wisata luarga trawas jawa timur,1,0,0,0,0
249,wisata alam tema sawah sumber air,1,0,0,0,0
250,golong eduwisata naturalis diri fasilitas lumay pada unjung,1,0,1,0,0
251,wisata kuarga rekomended,1,0,0,0,0
252,asri kolam renang area main cocok wisata luarga,1,0,0,1,0
253,bagus pandang,1,0,0,0,0
254,recommended banget guys epic pokok akses akut hehe,0,0,1,0,0
255,tempat alam sejuk cocok wisata luarga pengin sini,1,0,0,0,0
256,bagus pandang nya banget suasana sawah luas satu alam wahana,1,0,0,1,0
257,wisata bagus wahana fresh rekomen harga tiket rakyat,1,0,1,1,0
258,orang,0,0,0,0,0
259,seru bagus,1,0,0,0,0
260,nyaman harga tiket jangkau,1,0,1,0,0
261,lumay isi kosong pekan udara sejuk pandi sunga nya alam api ikan ndara kuat nanjak saran jalur trawas panda jalur cimory nanjak extrim,0,0,1,1,0
262,temapt arik ikmat suasana sumber air gunung benah lengkap wahana,1,0,0,1,0
263,jadi pilih rekreasi alam,1,0,0,0,0
264,pikniable sini luarga larajg bawa makan minum toilet mushollah bersih harga tiket wahana murah riah ceria syalalalala sedia gazebo meja manfaat unggu anak kecil pengin enang kolam sumber parkir luas khawatir unjung arah lapang parkir umput yaaaah bagus mobil roda mobil masuk lumpur alam suam batu dorong mobil unjung mobil jebak akses jalan arah pandu hati hati masuk lokasi tikung tajam jalan urun curam pasti driver mahir trampil uasa medan,0,1,1,1,1
265,bagus santae,0,0,1,0,0
266,keren sejuk plang nama wisata nya tolong perjelas sana langsung belok gang masuk nya marin cari bantu google map nyasar posisi masuk gang jalan nya urun nama wisata nya,0,0,1,0,0
267,ekonomis tempat indah,1,0,0,0,0
268,enak makan enak harga standart pandang bagus ig fitriya hanim,1,0,1,0,1
269,harga tiket masuk murah pandang sawah hijau bagus cocok jalan jalan ikmat indah alam trek jalan lumay asering sawah jual pandi wahana main akses masuk sebab antri masuk saran jalan masuk beda biar antri mohon parkir paving hujan becek marin mobil parkir ban nyngkut tanah becek semoga fasilitas,0,1,1,1,0
270,sayang pas hujan puas main air nya,0,0,0,0,0
271,enak nyanta pandang bagus angin semilir area main anak,1,0,0,1,0
272,istrahat,0,0,1,0,0
273,wisata luarga murah riah makan standart harga golong murah,1,0,0,0,1
274,sarana fun gathering jaga kompak sama teman teman wisataw elola lahan sawah bukit ambah suasana unik,1,0,0,0,0
275,pas weekend sini tepat minggu rama luarga ramah wahana main anak suguh hampar sawah kebun kebun caba dan lain lain tiket masuk wahana harga gantung wahana area kolam renang cocok anak main alam,1,0,1,1,0
276,bagus alam cuman pas hujan alamat pindah warung warung lupa bawa payung,0,0,0,0,1
277,sejuk ya air ya segar lagsung sumber ya,1,0,0,0,0
278,tempat apik wahana tiket nya murah,1,0,1,1,0
279,tiket murah wahana,1,0,1,1,0
280,bagus nya harga jangkau,1,0,0,0,0
281,murah bagus instagram meble banget,1,0,0,0,0
282,atur parkir unjung biar masuk area arah parkir suruh jalan tembus pintu,0,1,0,0,0
283,wisata seru konsep unik erima wisataw efek viral wisata overload pekan pas overload masuk pulang cewa suasana lumay ekspektasi bagus banget foto foto sosmed asli sawah percantik kadang hijau cantik kadang kuning lumpur fasilitas toilet wahana overload fasilitas antri stok duduk teduh banding banyak wisataw kaki pegal panas habis main main lapar sayang stand makan antri bagi masuk jam makan minat sini cuali atas fasilitas usaha elola ambah fasilitas aktif tips sini nyaman sebisa hindar weekend bawa tikar duduk bawa bekal makan medan prigen sulit sini kampung duduk jalan sempit turun pasti ndara sehat emudi pilik alam,0,1,1,1,1
284,salah hidden gems trawas akses jalan masuk kampung lebar bus pariwisata masuk harga tiket masuk rp anak tinggi bayar tiket parkir mobil rp tiket masuk ikmat wahana pandi kolam air dingin kolam api ikan pondok gazebo sebar sawah gratis duduk foto wahana bayar kayak atf kuda sepeda becak layang reta dan lain lain makan agam harga jangkau goreng gede pcs minum saset rp mie cup rp rujak manis rp puding rp aneka rupuk hasil kebun kayak ubi mentah jeruk dan lain lain overall puas healing orang dewasa main anak area swa foto instagram able,1,0,1,1,1
285,bagus,1,0,0,0,0
286,luarga oke,1,0,0,0,0
287,suasana dinginmmm banget,1,0,0,0,0
288,senang,1,0,0,0,0
289,bagus wahana gratis ex kolam bayar asri tempat,1,0,0,1,0
290,main tempat wisata selang tempat luas jalan masuk bagus wahana banget tiket masuk rp ribu orang pujasera seru banget deh kayak one stop wisata sesal main sini fasilitas lengkap toilet mushola gratis saung duduk santa harga wahana wisata ribu orang gantung wahana ya yuk mari kunjung gengs,1,0,1,1,1
291,sejuk hargau jangkau pilih luarga libur,1,0,0,0,0
292,bagus hangout luarga,1,0,0,0,0
293,wisata murah riah daerah trawas patut coba enang api ikan main wahana ikmat udara segar sawah kolam sedia stand makan harga jangkau hati hati masuk area wisata jalan raya pas tanja belo unjuk jalan,0,0,1,1,1
294,asri pandang desa,1,0,0,0,0
295,bagus banget,1,0,0,0,0
296,wisata sawah entram hati,1,0,0,0,0
297,tempat bagus fasilitas lengkap wahana main seru harga tiket murah kolam renang reta sawah bebek air sepeda layang becak terbang cocok rekreasi bareng anak,1,0,1,1,0
298,suasana nyaman betah sana,1,0,0,0,0
299,wisata murah manfaat,1,0,0,0,0
