No,Ulasan,Label,Pelayanan,Fasilitas,Wahana,Kuliner
49,kemarin minggu kecewa banget jalan nanjak eh masuk stop bpk nya atur jalan akses masuk bilang penuh kuota,0,1,0,0,0
50,favorit bersih sejuk makan jangkau,1,0,0,0,1
51,cocok banget karenaa layan tugas ramah menu makan situ lengkap murah riah,1,1,0,0,1
52,rute kereta mini nya lumayan sesal cafe nya mnurutku standard tolong tingkat fasilitas toilet mushola nya bersih banget bersih nya,1,0,1,1,1
53,sedia warung jual harga jangkau,1,0,0,0,1
54,tiket masuk rp orang murah riah harga kafetaria jangkau tidak tipikal harga wisata,1,0,1,0,1
55,hitung murah wisata pop mie aqua,1,0,0,0,1
56,kantin harga jangkau enak,1,0,0,0,1
57,kolam renang wahana lumayan harga jangkau becak air kereta sawah jantra kuda sepeda layang becak terbang kantin jual aneka minum musholla dekat kantin,1,0,0,1,1
58,asyik kolam air nya asli sumber air renang pandang bagus full hijau hijau harga nya murah murah wahana murah,1,0,0,1,1
59,kuda becak terbang oh iya sedia gazebo sawah duduk duduk pandang gunung area bersih udara segar panas warung jajan oh iya camping gaes,1,0,1,1,1
60,wisata alam pandang sawah alami kolam renang air langsung sumber main anak anak warung menu fasilitas mushola toilet bersih,1,0,1,1,1
61,wisata jangkau fasilitas oke banget harga ramah harga tidak ngawur lumayan parkir luas wahana main kolam renang gratis dipunggut biaya spot foto pandang natural pkknya,1,0,1,1,0
62,food court nya harga jangkau banget murahhhh nya enak variasi,1,0,0,0,1
63,sumber air segar kereta sawah tiket ribu sepeda terbang jajan harga jangkau banget risau kesini bawa bekal,1,0,0,1,1
64,nya luas nya pujasera umkm batas duduk nya suasana sana sejuk segar ramai harga orang habis ribu makan minum wahana main parkir harga tiket masuk,1,0,1,1,1
65,area wahana wisata area wisata kuliner bagi area wisata kelola bumdes sedia utama area kelola umkm bina bumdes ketapanrame toko umkm,1,0,0,0,1
66,akses jalan sempit hadiah beret kanan kiri selip mobil parkir penuh mobil masuk stop penuh masuk,0,1,1,0,0
67,adminnya buka maaf fasilitas loh loh wisata parkir tidak tindak milik,0,1,1,0,0
68,atur tidak parkir tidak unjung biar masuk area tidak arah parkir suruh jalan tembus pintu,0,0,1,0,0
69,bablas ambil tiket pinggir jalan disuru tukang parkir lokasi jalan lumayan muter bilang disamperin loket ya usir suruh jalan masuk sempit lewat rumah rumah warga tempat bagus bagus panas panas ujan ya ujan ujan plus becek banget nomor recomended segi karyawan lokasi bagus,0,1,1,0,0
70,pokoke seru murah riah wis segitu karcis nomor,1,0,1,0,0
71,rekomended mobil kesana pas minggu kondisi hujan area parkir medan off road,0,0,1,0,0
72,kesini mobil pengin aman jalan sempit banget cok mobil gue langsung beret kanan kiri mobil beli cok,0,0,1,0,0
73,jalan masuk sempit mobil jalan masuk jalan jalan tidak ganti,0,0,1,0,0
74,penuh kali kesini kecewa biar capek kesana ada daftar karcis online zaman modern,0,0,1,0,0
75,gapura bolak kali bilang penuh hansip nya,0,1,0,0,0
76,nya ramai toilet lihat instagram google tidak nyata,0,0,1,0,0
77,air nya suejuk sumber alami,1,0,0,0,0
78,tidak ramai aduh,0,0,0,0,0
79,tingkat fasilitas sedia tikar minimal sewa susah nyaman pandang bagus alhasil tidak nikmat sadar saran terima kasih,0,0,1,0,0
80,cocok keluarga pandang bagus ikan air tawar,1,0,0,0,0
81,suasana sejuk alami tata bagus,1,0,0,0,0
82,puol kesini gadibolehin belok ogah yaudah gajadi,0,1,0,0,0
83,nya fasum teduh pada event,0,0,1,0,0
84,tempat bagus sayang kelola wisata tidak profesional kes tidak sopan,0,1,0,0,0
85,bagus,0,0,0,0,0
86,lumayan,1,0,0,0,0
87,asri udara sejuk alami,1,0,0,0,0
88,akses massuknya sempit,0,0,1,0,0
89,ya tempat penuh jajak dapat,0,0,0,0,0
90,wisata tutup,0,0,0,0,0
91,tempat senang,1,0,0,0,0
92,segar,1,0,0,0,0
93,apik lengkap om sumber gempong asiik banget wisata wisata cafe memborbardir trawas,1,0,0,0,1
94,mantab keren,1,0,0,0,0
95,wisata sawah arti sungguh tidak tarik tempat luas banget pandang nya bagus fasilitas toilet nya jarang beberapa titik cari tunjuk teduh,0,0,1,0,0
96,kali kesini suami harga tiket masuk ribu orang parkir motor ribu akses jalan masuk gang bablas gang,0,0,1,0,0
97,sumber gempong wisata alam ds ketapanrame trawas lokasi taman ganjar tunjuk jalan medan lokasi lumayan turun jalan sempit pakai motor matic,0,0,1,0,0
98,kali kesini tiket masuk murah riah ribu orang anak main mandi kolam puas air jernih bebas kaporit,1,0,1,1,0
99,lokasi wisata tidak taman wisata ganjar trawas gang masuk relatif sempit jalur mobil jalan kampung tugas jaga atur masuk mobil masuk gang,1,1,1,0,0
100,wisata desa cocok keluarga time sesuai nama tempat sumber air letak bawah pohon beringin bawah kolam mandi anak wahana sedia patut coba bebek air kereta awan sepeda terbang,1,0,0,1,0
101,tempat bagus pandang nya sawah lengkap saung gazebo wisata renang suasana nya asri sejuk cocok banget healing keluarga wisata kuda flying fox seru kereta mini cocok banget anak,1,0,1,1,0
102,wisata cocok libur bareng teman teman keluarga tempat luas wahana sepeda terbang becak terbang kolam renang atv kereta sawah terapi bebek air,1,0,0,1,0
103,libur murah riah,1,0,0,0,0
104,sejuk cocok libur ala alam,1,0,0,0,0
105,cocok wisata bareng keluarga,1,0,0,0,0
106,bagus murah riah pasti kamar mandi kamar ganti,1,0,1,0,0
107,bagus sesuai budget ramah banget kantong,1,0,0,0,0
108,kualitas mantap,1,0,0,0,1
109,cinta alam asri tema sawah bagus,1,0,0,0,0
110,makan nya murah murah deh,1,0,0,0,1
111,lumayan bagus murah riah wahana nya jam an unjung ramai mskipun kerja,1,0,0,1,0
112,tempat lebih tempat,0,0,0,0,0
113,harga tiket masuk jangkau jenis makan harga makan standart harga tiket wahana standar weekend tidak ramai nikmat pandang,1,0,1,1,1
114,tempat luas bersih makan worth,1,0,0,0,1
115,wisata bagus keluarga pekan suasana back nature banget air sungai jernih segar terapi ikan orang dewasa terapi anak renang renang terapi ikan gratis ya bayar wahana worth spend time bareng keluarga pekan biaya masuk rp selamat libur,1,0,0,1,0
116,nya bagus kolam nya air nya sueger harga tiket masuk gila moga nya inovasi,1,0,1,1,0
117,suka banget masyaallah kesana cuaca dukung sejuk kunjung kamis tiket masuk orang ribu parkir motor ribu kantin loh kamar mandi bersih suka terapi ikan seru geli geli kali kesana incar kuda kuda cuman weekend doang kereta sawah deh tiket orang ribu suka senang cocok keluarga nongkrong bareng teman pasang,1,0,1,1,1
118,aduh deh kesini pas weekend penuh sesak laut manusia nikmat fasilitas santai joglo teduh sewa neduh pas hujan usul saran tugas parkir koordinasi tugas terima wisatawan loket parkir rasa penuh ya informasi parkir mana tidak terima wisatawan muter cari parkir tugas dalam nyuruh belakang belakang nyuruh muter cari atas susah wisatawan moga kritik saran jalan baik moga sukses kesini pikir deh,0,1,1,0,0
119,tiket masuk murah tiket wahana murah makan jual sana murah pandang indah senang,1,0,1,1,1
120,tiket murah riah,1,0,1,0,0
121,nyaman sejuk cuman pilih makan jajan,0,0,0,0,1
122,alam,1,0,0,0,0
123,keren edukasi rekomendasi ajar anak usia masyarakat kenal alam,1,0,0,0,0
124,libur keluarga makan tiket murah,1,0,1,0,1
125,nyaman refresing tempat bersih,1,0,0,0,0
126,suasana sejuk,1,0,0,0,0
127,bagus tempat gunung sawah,1,0,0,0,0
128,wisata murah riah harga tiket masuk ribu pandang sawah sayang neduhnya banget,0,0,1,0,0
129,tempat bagus,1,0,0,0,0
130,pandang gunung bagus,1,0,0,0,0
131,weekend bingung mana rekomended nih sawah sumber gempong suasana indah banget main anak dewasa oh ya tiket masuk uwaaa kecewa selera orang beda beda ya gais moga suka kesini,1,0,1,1,0
132,layan jam,1,1,0,0,0
133,obat nikmat panorama indah sejuk asli healing nikmat panorama indah nan sejuk,1,0,0,0,0
134,tempat sejuk bersih pandang mantap,1,0,0,0,0
135,asri cocok wisata keluarga tiket masuk murah riah,1,0,1,0,0
136,parkir buruk,0,0,1,0,0
137,lokasi jalan kesini pakai kendara sutle taman ganjar parkir mobil pribadi batas ramai unjung parkir mobil tempat lumpur,0,0,1,0,0
138,makan mie bakso gado pandang indah parkir jalan sempit tugas pantau lumayan healing,0,1,1,0,1
139,luas alami wahana nyaman lur,1,0,0,1,0
140,wisata ngerefresh banget suka lengkap mushola kamar mandi warung the best deh tiket masuk worth poll aman tolong ditambahin sampah wahana sulit kali buang sampah makan,0,0,1,1,1
141,puas fasilitas layan tm mahal parkir mobil area bebas parkir,0,1,1,0,0
142,wisata keluarga senang anak murah riah pandang bagus,1,0,0,0,0
143,wahana wisata tawar pandang bukit hampar sawah kolam suasana sejuk asri pilih main kereta sawah atv bebek air kuda kolam tempat luas prasarana parkir cukup toilet sampah tambah sedia nya harga tiket masuk murah tiket main jangkau,0,0,1,1,0
144,pagi weekend biar ramai,0,0,0,0,0
145,agam main merekomended,1,0,0,1,0
146,tempat bagus banget layan bagus makan enak murah,1,1,0,0,1
147,parkir nya hujan jembret,0,0,1,0,0
148,krasan wisata alam tiket murah riah wahana lumayan pilih senang keluarga gembira pulang sumber gempong,1,0,1,1,0
149,kunjung pas tanggal merah waaah lumayan unjung suasana ramai luas sesak wahana sepeda air antri sesuai nomor tiket wahana kereta sawah tertib antri,0,0,0,1,0
150,senang,1,0,0,1,0
151,butuh segar sumber gempong trawas cocok udara sejuk suasana senang tiket masuk kereta sawah tiket keliling sawah kereta sawah pokok asyik,1,0,1,1,0
152,makan murah meri lumayan enak,1,0,0,0,1
153,suasana alami sejuk,1,0,0,0,0
154,kesini wajib cebur kolam cuman parkir mobil kasih tenda biar hot melotot wkwkwk,0,0,1,1,0
155,wisata alam tarik keluarga pemandanganx indah hijau edukasi anak tani samping sumber mata air jernih wahana main,1,0,0,1,0
156,sejuk asri alami fasilitas toilet mohon karen tidak imbang unjung,0,0,1,0,0
157,kerja sore bawa tiker santai nikmat udara pandang sejuk tempat panas teduh saung titik jajan mahal saran bawa motor sayang mobil tiket murah,0,0,1,0,1
158,pandang bagus tiket masuk ebu parkir motor ebu sejuk mantap pokok,1,0,1,0,0
159,sungguh zngt puaz dngn pmndangn lokazinxa zngt tpt terapi ikanxa zngt puaz,1,0,0,1,0
160,fasilitas bagus cocok ngopi ngelamun,1,0,1,0,1
161,nya bagus desa wisata jalan nanjak,0,0,1,0,0
162,pandang sawah masya allah akses lumayan tegang arah pandaan lewa tanjak jurang ampel motor supra ngos ngosan mundur alhamdulillah allah lindung serta anak istri,0,0,1,0,0
163,kali tempat tahap bangun cafe kali fasilitas parkir nya tahap bangun main anak anak bikin anak anak betah main harga tiket masuk ribu dewasa parkir mobil ribu musholla,0,0,1,1,1
164,waspada musim hujan daerah lereng bukit rawan banjir longsor,0,0,0,0,0
165,wisata murah riah tiket masuk ribu orang biaya parkir mobil ribu dalam main tiket ribu ribu kolam mandi langsung sumber air pasti nomor kaporit,1,0,1,1,0
166,suka nuansa alam sawah pokok,1,0,0,0,0
167,wisata sih murah riah tiket masuk ribu,1,0,1,0,0
168,perdana kesini akses masuk gang sempit ganti mobil papas jalan turun parkir mobil rebu tiket masuk rebu orang murah pr banget parkir batas tamu membludak ramai alhasil penuh antri parkir wahana antri bilas ganti antri beli aqua warung sawah rebu murah cafe nuansa jogja ya kesini weekday,0,0,1,1,1
169,bablas ambil tiket pinggir jalan disuru tukang parkir lokasi jalan lumayan muter bilang disamperin loket ya usir suruh jalan masuk sempit lewat rumah rumah warga tempat bagus bagus panas panas ujan ya ujan ujan plus becek banget nomor recomended segi karyawan lokasi bagus,0,1,1,0,0
170,nya bagus cocok keluarga,1,0,0,0,0
171,asri main lu anak dewasa,1,0,0,1,0
172,tempat bagus asri tiket masuk orang kereta orang kolam renang gratis jual,1,0,1,1,0
173,harga tiket masuk murah ribu orang bagus banget nya alam sejuk keliling sawah air nya bersih,1,0,1,0,0
174,siang panas,0,0,1,0,0
175,wisata kembang potensi sumber mata air sawah terasiring indah pandang gunung tanggung kelola bumdes,1,1,0,0,0
176,sempat keluarga kunjung overall segi konsep bagus suasana desa butuh baik wahana sepeda bebek sedia unit banding unjung weekend wahana kereta sawah perhati safetynya rel kereta tumpang duduk gerbong sedia sabuk kam pakai pintu anak anak bahaya tidak damping orang tua kolam renang campur ikan air bau amis lantai kolam batu baik sedia kolam khusus renang parkir pada wisata hadap lonjak unjung,0,0,1,1,0
177,khas indah nya alam desa hijau,1,0,0,0,0
178,bagus luas wahana main anak harga tiket wahana jangkau wahana gemar unjung kereta sawah,1,0,0,1,0
179,bagus cocok habis libur pekan keluarga,1,0,0,0,0
180,kali dengar teman lokasi reuni teman sd puja surabaya tanggal rapi sejuk wahana selanjutny tambah pikir akses masuk posisi turun tanjak,1,0,1,0,0
181,bagus ut arena main dewasa anak hibur,1,0,0,1,0
182,dingin sejuk asik cocok piknik keluarga,1,0,0,0,0
183,wisata murah riah tempat bagus,1,0,0,0,0
184,tiket murah fasilitas akses masuk jalan sempit,0,0,1,0,0
185,sangka bagus betah cuaca sahabat kali mantavv pandang,1,0,0,0,0
186,wisata alam mojokerto luas dingin parkir mobil luas harga tiket masuk nya murah ribu parkir mobil ribu makan minum nya relatif murah banding luar wisata jalan masuk lumayan sempit mobil aplg adu mobil tugas mngatur space kosong manfaat wahana main anak makan biar ramai pas pulang periksa karcis pulang aga khawatir aman kendara,0,1,1,1,1
187,kurang duduk panas,0,0,1,0,0
188,indah tempat suasana desa ya kental tiket masuk kantong ajar banget mantap recommended wajib masuk daftar healing trawas,1,0,1,0,0
189,cocok santai keluarga,1,0,0,0,0
190,tempat bagus tiket murah makan jual murah jangkau kesana pas weekday siang ramai tiket murah minat,1,0,1,0,1
191,harga ramah kantong cocok pas tanggal tua harga makan murah riah,1,0,0,0,1
192,bagus anak bosan kesini kali kali,1,0,0,0,0
193,jalan masuk lokasi lebar cari jalan masuk ramai fasilitas toilet tunggu sabar digubakan orang ganti bilas mandi renang asyik udara mantap tata rapi pilih libur keluarga ok,0,0,1,1,0
194,bagus segar banget enak banget,1,0,0,0,0
195,tiket masuk murah parkir lumayan makan enak harga sahabat,1,0,1,0,1
196,atraksi nya murah riah pilih start ribu wahana main kolam renang alami terapi ikan gratis musim kemarau wajib banget bawa topi payung rimbun parkirmobil ribu sptnya parkir motor ribu tidak biaya masuk staff nya ramah khusus kereta api antri menit gantung ramai ya senang holidays guys,1,1,1,1,0
197,nya bagus pandang nya bagus cocok wisata,1,0,0,0,0
198,wisata low budget bikin keluarga senang saran sumber gempong berangkat pagi pekan ramai mobil tolak gaboleh masuk parkir full wahana nya tarik murah riah nih serta foto budgeting berangkat lokasi total,0,1,1,1,0
199,perintah daerah sungguh manfaat lahan sumber dapat tau sih milik orang swasta milik perintah daerah fasilitas kalah banyak duduk bikin ngunjungi gampang cari duduk capek,1,0,1,0,0
200,bagus banget sejuk sawah,1,0,0,0,0
201,kesini tahap bangun ya nyaman cocok healing,1,0,0,0,0
202,catat jalan area parkir sama cor aspal musim hujan licin bahaya,0,0,1,0,0
203,sejuk indah wahana kantin jual baik kotor tarik,0,0,0,1,1
204,tiket murah minggu padat unjung kolam renang kolam ikan gratis wahana seru kereta sawah lintas atas sawah tanam strawbery rekomended wisata keluarga,1,0,1,1,0
205,tempat luas,1,0,0,0,0
206,suasana alam pesona,1,0,0,0,0
207,tempat murah bagus,1,0,0,0,0
208,murah riah,1,0,0,0,0
209,suka banget suasana asri sejuk beli makan toko cafe parkir saran toko gubuk biar jual makan tiket murah riah suka suasana jelang sore,1,0,1,0,1
210,pulang kampung dada unjung wisata parkir luas destinasi kunjung area sawah hijau kolam ikan terapi ikan atv kereta sawah kolam mandi ayun makan lumayan worth rekomended nikmat suasana tenang asri,1,0,1,1,1
211,bagus sih wahana,0,0,0,1,0
212,nya bersih cocok wisata keluarga sawah hijau pandang bagus aneka main seru area kolam mandi taman,1,0,0,1,0
213,enak udara sejuk lokasi mudah jangkau,1,0,1,0,0
214,daerah gunung pandang sawah terasiring luas backgeound gunung arjuno tiket masuk parkir mobil minggu ramai unjung penasaran sedia toilet kamar ganti bilas bayar ikhlas pada padat unjung sedia musholla bersih kondisi atur masuk kendara personel mobil papas sulit efek macet kolam alami aman pinggir kolam kolam batu tajam resiko fatal pengunjug tidak paham parkir mobil musim hujan roda selip dasar tanah lihat overall man rupa sehinggga tmpk tarik,0,0,1,1,0
215,wisata konsep sawah harga tiket masuk murah,1,0,1,0,0
216,jawabanya pohon kelola tanam pohon area buka biar kesan sahabat unjung mayoritas anak,1,0,1,0,0
217,kesini bareng keluarga teman harga sahabat,1,0,0,0,0
218,wahana main asyik parkir luas gazebonya krg weekend pngunjug mmbludak,0,0,1,1,0
219,suasana enak sejuk tiket murah makan cafe lumayan enak harga standard ya tempat wisata kesini karenaa pas acara kantor suami nginep nyewa tend tenda cocok pekan keluarga teman kerja,1,0,1,0,1
220,bagus banget cuy tempat ragu lihat comment ig bilang kesana minggu bikin kepala pusing gedek saking ramenya minggu coba kesana pas jam enak banget sepi super dingin ramenya jam an ramai ya pagi but ramai seru sih bikin gedek wkwkwk,0,0,0,0,0
221,bagus,1,0,0,0,0
222,pandang bagus makan enak harga murah,1,0,1,0,1
223,tempat its okayy lumayan wahana harga bilang affordable saran main kereta bebek air worth uang keluar rendam kaki gratis renang gratis banget tuju luang,1,0,0,1,0
224,mantaaaapp pwoolll recomended banget libur keluarga,1,0,0,0,0
225,tiket masuk nya murah suasana senang anak gajebo pakai santai lihat sawah hirup udara segar wisata favorit daerah trawas,1,0,1,0,0
226,padat unjung tidak batas unjung management parkir mobil tidak rapi jeblos untung murah,0,1,1,0,0
227,bagus tempat kolam renang sumber langsung ikan spot foto jual enak enak makan harga jangkau atv nya sepeda gantung sepeda bebek air kereta kereta sewa kamar weekend harga sewa kamar beda acara,1,0,1,1,1
228,suasana nyaman nyantai pandang ubud,1,0,0,0,0
229,wisata bagus cocok keluarga refresh saji pandang sawah latar gunung tanggung,1,0,0,0,0
230,tiket murah suasana asri saran ditambahin teduh gubuk sawah kasihan pas musim hujan,0,0,1,0,0
231,nyaman ramai tenang healing tipis kesini recomended gess,1,0,0,0,0
232,pandang takjub lokasi sawah panas tidak dipungkiri biaya masuk murah harga makan jangkau cocok salah destinasi wisata kunjung,0,0,1,0,1
233,sejuk tambah spot foto,1,0,0,0,0
234,bagus referensi healing keluarga,1,0,0,0,0
235,bagus tempat tiket masuk murah riah,1,0,1,0,0
236,tempat bersih sejuk tugas ramah,1,1,0,0,0
237,sawah cocok banget seru an,1,0,0,0,0
238,adminnya ramah asli admin tidak ramah,0,1,0,0,0
239,bagus banget alam desa asli tani panen padi pisah biji padi daun tradisional terapi ikan seru sih turut ikan gede asa banget kaki gigit ikan geli sumber air asli segar dingin air kolam kayak asli sumber air ya kaporit dasar kolam batu an renang bareng ikan cocok rekreasi keluarga wahana kereta sawah seru ngeri pas rel tikung bis kayak masuk ya elf jalan mobil keluarga papas henti salah,0,0,1,1,0
240,kesini ulang kali dagang motor bangun kembang kereta sawah perahu bebek becak langit,1,0,0,1,0
241,kesini suka kereta sawah doang makan murah banget,1,0,0,1,1
242,mobil kondisi nya tanjak curam,0,0,1,0,0
243,weekend macet,0,0,1,0,0
244,kesini pagi banget sih ramai minus rumah makan mending spot cafe,0,0,0,0,1
245,rekreasi keluarga murah riah lengkap banget kolam renang terapi ikan warung makan main anak musholla toilet lengkap pokok,1,0,1,1,1
246,sejuk hawa,1,0,0,0,0
247,healing tipis harga murah pandang bagus worth,1,0,0,0,0
248,wisata keluarga trawas jawa timur,1,0,0,0,0
249,wisata alami tema sawah sumber air,1,0,0,0,0
250,golong eduwisata naturalis diri fasilitas lumayan pada unjung,1,0,1,0,0
251,wisata kekuarga rekomended,1,0,0,0,0
252,asri kolam renang area main cocok wisata keluarga,1,0,0,1,0
253,bagus pandang,1,0,0,0,0
254,recommended banget guys epic pokok akses takut hehe,0,0,1,0,0
255,tempat alami sejuk cocok wisata keluarga pengin kesini,1,0,0,0,0
256,bagus pandang nya banget suasana sawah luas satu alam wahana,1,0,0,1,0
257,wisata bagus wahana fresh rekomen harga tiket rakyat,1,0,1,1,0
258,orang,0,0,0,0,0
259,seru bagus,1,0,0,0,0
260,nyaman harga tiket jangkau,1,0,1,0,0
261,lumayan isi kosong pekan udara sejuk mandi sungai nya alami terapi ikan kendara kuat nanjak saran jalur trawas pandaan jalur cimory nanjaknya extrim,0,0,1,1,0
262,temapt tarik nikmat suasana sumber air gunung benah lengkap wahana,1,0,0,1,0
263,jadi pilih rekreasi alam,1,0,0,0,0
264,pikniable kesini keluarga larajgan bawa makan minum toilet mushollahnya bersih harga tiket wahana murah riah ceria syalalalala sedia gazebo meja manfaat tunggu anak pengin renang kolam sumber parkir luas khawatir unjung arah lapang parkir umput yaaaah bagus mobil roda mobil masuk lumpur alam suami batu dorong mobil unjung mobil jebak akses jalan arah pandu hati hati masuk lokasi tikung tajam jalan turun curam pasti driver mahir trampil kuasa medan,0,1,1,1,1
265,bagus santaenya,0,0,1,0,0
266,keren sejuk plang nama wisata nya tolong jelas kesana langsung belok gang masuk nya kemarin cari bantu google map nyasar posisi masuk gang jalan nya turun tidak nama wisata nya,0,0,1,0,0
267,ekonomis tempat indah,1,0,0,0,0
268,enak makan enak harga standart pandang bagus ig fitriya hanim,1,0,1,0,1
269,harga tiket masuk murah pandang sawah hijau bagus cocok jalan jalan nikmat indah alam trek jalan lumayan terasering sawah jual mandi wahana main akses masuk sebab antri masuk saran jalan masuk beda biar tidak antri mohon parkir paving hujan tidak becek kemarin mobil tidak parkir ban nyngkut tanah becek moga fasilitas,0,1,1,1,0
270,sayang pas hujan puas main air nya,0,0,0,0,0
271,enak nyantai pandang bagus angin milir area main anak,1,0,0,1,0
272,beristrahat,0,0,1,0,0
273,wisata keluarga murah riah makan standart harga golong murah,1,0,0,0,1
274,sarana fun gathering jaga kompak sama teman teman wisatawan kelola lahan sawah bukit tambah suasana unik,1,0,0,0,0
275,pas weekend kesini tepat minggu ramai keluarga ramah wahana main anak suguh hampar sawah kebun kebun cabai tiket masuk wahana harga gantung wahana area kolam renang cocok anak tidak main alam,1,0,1,1,0
276,bagus alami cuman pas hujan alamat pindah warung warung lupa bawa payung,0,0,0,0,1
277,sejuk ya air ya segar lagsung sumber ya,1,0,0,0,0
278,tempat apik wahana tiket nya murah,1,0,1,1,0
279,tiket murah wahana,1,0,1,1,0
280,bagus nya harga jangkau,1,0,0,0,0
281,murah bagus instagram meble banget,1,0,0,0,0
282,atur tidak parkir tidak unjung biar masuk area tidak arah parkir suruh jalan tembus pintu,0,1,0,0,0
283,wisata seru konsep unik terima wisatawan efek viral wisata overload pekan pas overload masuk pulang kecewa suasana lumayan ekspektasi bagus banget foto foto sosmed asli sawah cantik terkadang hijau cantik terkadang kuning lumpur fasilitas toilet wahana tidak overload fasilitas antri stok duduk teduh banding banyak wisatawan kaki pegal panas habis main main lapar sayang stand makan antri bagi masuk jam makan minat kesini kecuali atas fasilitas usaha kelola tambah fasilitas aktif tips kesini nyaman bisa hindar weekend bawa tikar duduk bawa bekal makan medan prigen sulit kesini kampung duduk jalan sempit turun pasti kendara sehat kemudi milik alam,0,1,1,1,1
284,salah hidden gems trawas akses jalan masuk kampung lebar bus pariwisata masuk harga tiket masuk rp anak tinggi bayar tiket parkir mobil rp tiket masuk nikmat wahana mandi kolam air dingin kolam terapi ikan pondok gazebo sebar sawah gratis duduk foto wahana bayar si kayak atf kuda sepeda becak layang kereta makan agam harga jangkau goreng gede pcs minum saset rp mie cup rp rujak manis rp puding rp aneka kerupuk hasil kebun kayak ubi mentah jeruk overall muas healing orang dewasa main anak area swa foto instagram able,1,0,1,1,1
285,bagus,1,0,0,0,0
286,keluarga oke,1,0,0,0,0
287,suasana dinginmmm banget,1,0,0,0,0
288,senang,1,0,0,0,0
289,bagus wahana gratis ex kolam bayar asri tempat,1,0,0,1,0
290,main tempat wisata selang tempat luas jalan masuk bagus wahana banget tiket masuk rp ribu orang pujaseranya seru banget deh kayak one stop wisata sesal main kesini fasilitas lengkap toilet musholanya gratis saung duduk santai harga wahana wisata ribu orang gantung wahana ya yuk mari kunjung gengs,1,0,1,1,1
291,sejuk hargau jangkau pilih keluarga libur,1,0,0,0,0
292,bagus hangout keluarga,1,0,0,0,0
293,wisata murah riah daerah trawas patut coba renang terapi ikan main wahana nikmat udara segar sawah kolam sedia stand makan harga jangkau hati hati masuk area wisata jalan raya pas tanjak belok tunjuk jalan,0,0,1,1,1
