No,Ulasan,Label,Pelayanan,Fasilitas,Wahana,Kuliner
29,mainannya sedikit. trus antri nya ngeri klo weekend. klo view oke lah,0,0,0,1,0
30,Wah....tambah siip wae....jalur kereta sawah terbaru yaa....Sudah 4/5 kali ke sini.....terakhir ke sini jalurnya belum melewati kolam.....,1,0,0,1,0
31,kemarin datang jam 2 set 3 an disuruh lurus sama hansipnya ga boleh masuk,0,1,0,0,0
32,keretanya cocok buat anak2 .mtpi kita emak2 juga pingin ngikut Dong,1,0,0,1,0
33,"sekarang lbh bagus, tp parkirnya bagaimana, dulu susah sih.",0,0,0,1,0
34,"camping ground kak, seperti nya kurang terurus",0,0,0,1,0
35,"banyakin pohon kak biar teduh, misal pohon trembesi, pohon mangga atau lainyya",0,0,1,0,0
36,tambah gazebonya dong kak.. masak disana gk ada tempat teduhnya,0,0,1,0,0
37,maaf kak di dlam toilet gak ad tempat sampah'y yg dekat sama (toilet yg dekat pawon'ku),0,0,1,0,0
38,pernah mau kstu penuh terus ditolak,0,1,0,0,0
39,jalan parkir arah pulang bikin kecewa .moga cepet di bagusin,0,0,1,0,0
40,tolong banyakinn wahana lainnya min ?? kolam renangnya lebih bagusin lg ya min . trms,0,0,1,1,0
41,puuuuuanaaas kurang teduh klo ada pohon yg rindang munkin tambah enak,0,0,1,0,0
42,suka sama terapi ikan nya,1,0,1,0,0
43,pemandangan e bagus cuma sayang toilet e kurang,0,0,1,0,0
44,"makin bagus dan banyak pengunjungnya, jadi pengen balik kesana",1,0,1,0,0
45,maaf sudah dari sana tak sesuai realita kolam anak kecil keruh cuaca panas banget.tempat berteduh kurang memadai mungkin karena tempat persawahan juga,0,0,1,1,0
46,"murah2 makanannya,, enak2 jg,,, aq udah 3x ksana",1,0,0,0,1
47,Saran mungkin kolam nya di buat bersih rata karenaa pijakan batu lmyn tajem,0,0,0,1,0
48,akses masuk macet pol min. mohon dicarikan akses laen kalo ga gitu buat akses lgi hehe,0,0,1,0,0
49,"kmrin minggu aku kcwa bgt.jauh2,jln nanjak ,eh dri sana mau masuk distop sm bpk2nya yg atur jln akses masuknya.bilangnya uda penuh.emg ada kuotanya?",0,1,0,0,0
50,"tempat favorit ?? udah bersih sejuk,makanan terjangkau,.",1,0,1,0,1
51,Tempat yang cocok buanget di karenaa dari pelayanan petugas ramah di tambah lgi menu makanan disitu sangat lengkap murmer,1,1,0,0,1
52,Rute kereta mini nya jg lumayan jauh jd gak nyesel gt. Untuk  di cafe nya mnurutku rasanya standard n tolong lebih ditingkatkan lagi.  Untuk fasilitas umum seperti toilet dan mushola nya bersih banget. disini kebersihan nya,1,1,1,1,1
53,Disini juga tersedia warung2 yang menjual  dengan harga yg terjangkau.,1,0,0,0,1
54,"Tiket masuknya di sini cuma Rp5.000 per orang. Murah meriah. Harga  di kafetarianya juga terjangkau, tidak seperti tipikal harga  di tempat wisata lain.",1,0,1,0,1
55,"di sekitar juga terhitung murah untuk tempat wisata. Pop mie 8.000, aqua 4.000",1,0,0,0,1
56,"Kantin banyak, harga terjangkau.  enak",1,0,0,0,1
57,"terdapat kolam renang, wahana lumayan banyak dan harganya terjangkau seperti becak air, kereta sawah, jantra, kuda, sepeda layang, becak terbang, dll. Ada kantin jg yang menjual aneka  dan minuman, terdapat musholla didekat kantin",1,0,1,0,1
58,"paling asyik di sini kolam yang air nya asli dari sumber air ,berenang sambil melihat pemandangan yang begitu bagus full hijau hijau , bahkan di sini semua harga nya murah murah sekali baik wahana ,Oleh oleh dan  pun tetap murah ,",1,0,0,1,1
59,"kuda, becak terbang dll. Oh iya banyak disediakan gazebo di tengah tengah sawah buat duduk duduk dengan view gunung. Area bersih dan udara segar walau sedikit panas. Warung jajan dan  juga ada. Oh iya bisa buat camping juga gaes.",1,0,1,1,1
60,"Wisata alam dengan pemandangan sawah yang alami serta terdapat kolam renang yg airnya langsung dari sumber,terdapat beberapa permainan anak-anak.warung  berbagai macam menu fasilitas mushola dan toilet juga bersih.",1,0,1,1,1
61,"Wisata terjangkau dengan fasilitas oke banget. Harga ramah,,harga  jg tidak ngawur,rasa lumayan,parkir luas bnyk wahana permainan. Ada kolam renang jg yg gratis tnp dipunggut biaya,spot foto jg bnyk pemandangan msh natural pkknya",1,0,1,1,0
62,Di food court nya harganya  terjangkau banget...murahhhh...nya enak2 dan variasinya banyak.,1,0,0,0,1
63,di sumber air yang seger. Selain itu kamu bisa naik kereta sawah hanya dengan tiket 10rb aja. Sepeda terbang dan masih banyak lainnya. Jajanan dan  disni juga harga terjangkau banget. Jadi ga perlu risau kalau kesini gak bawa bekal.,1,0,0,1,1
64,"Tempat nya luas,  nya berupa pujasera umkm gtu terbatas duduk nya, suasana disana sejuk segar meskipun lagi rame. Untuk harga 2 org abis sekitar 150rb udah termasuk makan minum, 3 wahana permainan, parkir, harga tiket masuk",1,0,1,1,1
65,dan area wahana wisata. Area wisata kuliner terbagi dua yaitu area wisata yang dikelola oleh bumdes dan menyediakan  utama dan area yang dikelola oleh pihak UMKM binaan bumdes Ketapanrame yang saat ini berjumlah 8 toko UMKM yang,1,1,1,0,0
66,"Akses jalannya sempit, sy dapat hadiah beret di kanan dan kiri karena selipan dengan mobil keluar. Harusnya memang kl parkiran penuh, mobil yg mau masuk di stop aja. Jgn sdh penuh dimasukkan aja",0,1,1,0,0
67,"Adminnya bukanya minta maaf dengan fasilitas seperti ini malah LAH LOH LAH LOH .Tempat wisata macam apa ini.  Tempat parkiran seperti ini , tidak ada tindakan dari pemilik",0,1,1,0,0
68,"Pengaturan tidak baik, parkir sdh tdk ada tp pengunjung tetap dibiarkan msk; sampai area tdk diarahkan parkir hanya disuruh jln trs akhirnya tembus pintu keluar",0,0,1,0,0
69,"Hanya karna kebablasan ambil tiket dipinggir jalan aja, disuru tukang parkirnya keluar lokasi dulu, padahal jalan keluar lumayan jauh dan muter. Udah bilang mau disamperin ke loket ya tetep aja diusir suruh keluar. Jalan masuknya sangat sempit. Lewati rumah-rumah warga dulu. Tempatnya biasa aja gada bagus bagusnya.. kalo panas kepanasan, kalo ujan ya ujan-ujan plus becek bgt. No recomended ini.. dari segi karyawan dan lokasi gada bagusnya.",0,1,1,0,0
70,Pokoke seru murah meriah.wis segitu ae karcisnya jgan no lagi,1,0,1,0,0
71,"Ga rekomended buat yg punya mobil & kesana pas hari Minggu  , kondisi hujan , area parkir jadi Medan off-road",0,0,1,0,0
72,Jangan pernah kesini kalo mobil kalian pengen aman. Jalan sempit bettt cok mobil gue langsung beret kanan kiri mana mobil baru beli cok,0,0,1,0,0
73,"Jalan masuk terlalu sempit buat mobil ,seharusnya jalan masuk ada sendiri sedangkan untuk jalan keluar harusnya ada jalan sendiri ,tidak jadi satu bergantian",0,0,1,0,0
74,Selalu penuh. 2x kesini mengecewakan. Harusnya biar gak sampek capek2 kesana diadakan daftar karcis online. Zaman udah modern soalnya.,0,0,1,0,0
75,Digapura bolak-balik 3x selalu dibilang penuh sama hansip nya,0,1,0,0,0
76,"Tempat nya sangat ramai, minim toilet, apa yang anda lihat di Instagram dan google tidak seperti kenyataan",0,0,1,0,0
77,Air nya suejuk...sumber alami,1,0,1,0,0
78,Waduh katanya hari ini tidak terlalu ramai haduh ternyata,1,0,1,0,0
79,"Lebih di tingkatkan lagi fasilitasnya,. Sediakan tikar,minimal untuk disewakan ,karna susah untuk menjadi nyaman ,pdhl pemandangan sdh bagus jadi alhasil tidak bs menikmati. Saya sadari memang masih baru .ini hanya saran saya.  Trima kasih",0,0,1,0,0
80,Cocok buat keluarga. Pemandangan bagus banyak ikan air tawar,1,0,1,0,0
81,"Suasananya sejuk alami,,meskipun masih baru,,penataannya sdh bagus",1,0,1,0,0
82,"BT puol, mau kesini gadibolehin belok sama pak ogahnya, yaudah gajadi!",0,1,0,0,0
83,banyak kurang nya. fasum dan tempat teduh kurang memadai saat ada event besar.,0,0,1,0,0
84,Tempatnya bagus sayang pengelola wisata tidak profesional dan terkesan tidak sopan,0,1,1,0,0
85,Tempat gak bagus,0,0,1,0,0
86,Lumayan,1,0,0,0,0
87,Asri udara sejuk masih alami,1,0,1,0,0
88,Akses massuknya sangat sempit,0,0,1,0,0
89,Yah.... Tempatnya penuh dengan jajak pendapat,0,0,1,0,0
90,Tempat wisatanya ditutup.,0,1,1,1,1
91,Tempatnya menyenangkan,1,1,1,1,0
92,Seger,1,0,1,0,0
93,Tambah apik n lengkap om sumber gempong ini ... Asiik bgt bener2 tempat wisata bukan wisata cafe yg lagi memborbardir Trawas,1,0,1,1,1
94,Mantab tambah keren,1,0,1,1,0
95,Wisata sawah dalam arti sesungguhnya.Tidak begitu menarik. Tempatnya memang luas banget pemandangan nya bagus tapi fasilitasnya kurang. toilet nya jarang memang ada dibeberapa titik tapi harus nyari ga ada petunjuknya. Ga ada tempat teduh …,0,0,1,0,0
96,"Pertama kali kesini dengan suami. harga tiket masuk 5rb per orang parkir motor 3rb.

Akses jalan masuk ke gang gitu hampir kebablasan karena ga keliatan gangnya. …",1,0,1,0,0
97,"Sumber gempong merupakan wisata alam yang ada di ds. Ketapanrame, Trawas. Lokasinya setelah taman Ganjaran (sudah ada petunjuk jalannya). Medan menuju lokasi lumayan naik turun dan lewat jalan sempit. Untuk yg pake motor matic juga harus …",0,0,1,0,0
98,"Sudah dua kali kesini,
Tiket masuk murah meriah 5rb/org.
Anak2 sudah bisa bermain & mandi dikolam sepuasnya, airnya jernih bebas kaporit …",1,0,1,1,0
99,"Lokasi wisata tidak jauh dari Taman Wisata Ganjaran, Trawas.
Gang masuk relatif sempit untuk jalur mobil karena melalui jalan Kampung. Namun ada petugas jaga yg mengatur masuk dan keluar mobil sejak masuk di gang …",1,1,1,0,0
100,"Tempat wisata desa yang cocok untuk family-time. Sesuai dengan namanya ditempat ini terdapat sumber air letaknya dibawah pohon beringin, dibawahnya ada kolam pemandian anak2. Wahana yg disediakan menurut saya patut untuk dicoba seperti bebek air, kereta atas awan, sepeda terbang dan masih banyak lagi.",1,0,0,1,0
101,"Tempatnya Bagus, view nya sawah dilengkapi dengan saung gazebo gt, ada wisata renang jg. Suasana nya asri, sejuk cocok bgt buat healing bersama keluarga. Ada wisata berkuda, flying fox, dan yg paling seru ada kereta mini yg cocok bgt buat anak2.",1,0,1,1,0
102,"Tempat wisata ini sangat cocok buat liburan bareng temen-temen ataupun keluarga karena tempatnya sangat luas, dan banyak wahananya, seperti sepeda terbang, becak terbang, kolam renang, ATV, kereta sawah, terapi, dan bebek air.",1,0,1,1,0
103,Liburan murah meriah,1,0,1,0,0
104,"sejuk, cocok buat liburan ala alam",1,0,1,0,0
105,Cocok untuk wisata bareng keluarga,1,0,1,0,0
106,Bagus dan murah meriah pastinya Namun kalo bisa kamar mandi+kamar gantinya di tambah,1,0,1,0,0
107,"Tempat bagus sesuai dengan budget, ramah banget di kantong",1,0,1,0,0
108,Kualitas rasa mantaaap..,1,0,0,0,1
109,"Bagi pecinta alam yg asri, tempat ini bertema sawah yg sgt bagus",1,0,1,0,0
110,Makanan nya murah murah to dech,1,0,0,0,1
111,Lumayan bagus.. Murah meriah wahana nya.. Datang jam 2an..pengunjung rame mskipun hari kerja..,1,0,1,1,0
112,Biasa aja tempatnya ga ada lebihnya tempatnya,0,0,1,0,0
113,"Harga tiket masuk termasuk terjangkau, jenis makanan bermacam-macam, harga makanan standart, harga tiket wahana juga standar. Meskipun weekend tapi tidak terlalu rame, jadi bisa menikmati pemandangannya.",1,0,1,1,1
114,"tempatnya luas dan bersih,makanannya worth it",1,0,1,0,1
115,"Tempat wisata yg bagus untuk keluarga di akhir pekan. Suasananya back to nature banget, air sungainya sangat jernih dan segar. Ada terapi ikan untuk orang dewasa, sambil terapi bisa sambil melihat anak2 berenang di bawah. Untuk renang dan terapi ikan gratis yaa.. yg bayar yg naik ke wahananya. Worth it buat spend time bareng keluarga di akhir pekan. Biaya masuknya Rp. 5000,-. Selamat liburan",1,0,1,1,0
116,Tempat nya bagus Kolam nya air nya sueger harga tiket masuk cuma 5 K Gokil !  Semoga ke depan nya terus berinovasi lebih baik lagi,1,0,1,1,0
117,"Suka banget MasyaAllah, waktu kesana cuacanya sangat mendukung, sejuk sekali. Berkunjung hari Kamis, tiket masuknya per orang 5rb saja, dan parkir motor hanya 3rb, ada kantinnya juga loh, kamar mandinya cukup bersih. Paling suka sama terapi ikannya, seru geli-geli gimana gitu dan baru pertama kali  . Waktu kesana sebenarnya yang diincar adalah naik kuda, tapi ternyata kudanya cuman ada waktu weekend doang. Akhirnya naik kereta sawah deh tiketnya per orang cuma 10rb saja, suka sekali, cukup menyenangkan  cocok untuk keluarga, nongkrong bareng temen, dan pasangan juga.",1,0,1,1,1
118,Aduhh.. ga lagi deh kesini pas weekend... Penuh sesak sama lautan manusia... Jadi mau menikmati fasilitas juga ga bisa santai... Trus lagi joglo buat berteduh ternyata sudah disewakan.. jadi kita ga bisa neduh pas hujan.. Usul dan saran... Jadi petugas parkir harus koordinasi dengan petugas penerima wisatawan di bagian loket.. Jika parkiran dirasa penuh ya harus diinformasikan harus parkir dimana atau tidak bisa menerima wisatawan... Jadinya kita ga muter2 nyari parkiran.. Petugas didalam nyuruh terus kebelakang.. dibelakang nyuruh muter lagi buat nyari keatas... Jadi malah menyusahkan wisatawan dong... Semoga kritik dan saran bisa digunakan sebagai jalan untuk memperbaiki diri.. Semoga semakin baik dan sukses.... Tapi kalo mau kesini lagi harus pikir2 lagi deh..,0,1,1,0,0
119,"Tiket masuk murah, tiket wahana murah, makanan yang dijual disana jg murah, pemandangan indah, sangat menyenangkan",1,0,1,1,1
120,tiket murah meriah,1,0,1,1,1
121,Tempat nyaman & sejuk .. Cuman pilihan makanan/jajanan kurang banyak,0,0,1,0,1
122,Kembali ke alam,1,0,1,0,0
123,Keren... Edukasi yang direkomendasi untuk Pembelajaran Anak Usia Dini dan Masyarakat agar mengenal alam lebih dekat.,1,0,1,0,0
124,untuk liburan bersama keluarga. Makanan dan tiket murah,1,0,1,0,1
125,Nyaman untuk refresing dan tempatnya bersih,1,0,1,0,0
126,Suasana yg menyejukkan,1,0,1,0,0
127,Bagus tempatnya ada pegunungan dan sawah,1,0,1,1,0
128,Tempat wisata murah meriah harga tiket masuk cuma 5rb dengan view sawah Cuma sayangnya tempat neduhnya minim bgt.,0,0,1,0,0
129,Tempatnya bagus,1,0,1,0,0
130,View pegunungan bagus ,1,0,1,0,0
131,"Untuk yg mau weekend tapi bingung mau kemana aku ada tempat rekomended nih untuk ke sawah sumber gempong.. Suasananya indah banget ada beberapa permainan anak juga bisa buat dewasa juga  oh yaa tiket masuknya cuma 5k uwaaa Ga mengecewakan kok.. Tapi selera orang juga kan beda-beda ya gais, semoga suka kalo kesini",1,0,1,1,1
132,Pelayanan 24jam,1,1,0,0,0
133,Berobat sambil menikmati panorama yang indah dan sejuk  (Asli) Healing sambil menikmati panorama indah nan sejuk,1,0,1,0,0
134,Tempatnya sejuk bersih pemandangan juga mantaaap....,1,0,1,0,0
135,Asri dan cocok buat wisata dengan keluarga. Tiket masuk murah meriah.,1,0,1,0,0
136,Parkiran buruk,0,0,1,0,0
137,"Lokasi jauh dan jalan kecil, sebaiknya kesini memakai kendaraan sutle dari Taman Ganjaran. Parkiran mobil pribadi terbatas sehingga kalau waktu ramai pengunjung Parkiran mobil sangat jauh dan tempatnya berlumpur.",0,0,1,0,0
138,"Makanannya cuma mie, bakso, gado2. Pemandangan indah. Parkirnya jauh dan kurang besar. Jalannya sempit tapi ada petugas yang memantau. Lumayan untuk healing sejenak.",0,0,1,0,1
139,"Tempat luas, alami dan banyak wahana. Nyaman lur",1,0,1,1,0
140,"tempat wisata yg bener"" ngerefresh banget.. sukaa,semua lengkap. dr mushola,kamar mandi,warung.. the best dehhhh. tiket masuk juga worth it poll.. aman.cuma tlong dong,ditambahin tmpt samph dekt wahana. karena kesulitan tiap kali mau buang sampah makanan.",0,0,1,1,1
141,"Kurang puas dengan fasilitas,dan pelayanan TM terlalu mahal 10k + parkir mobil 10k.sedangkan area dalam bebas parkir...",0,1,1,0,0
142,Wisata keluarga buat nyenengin anak murah meriah dan view cukup bagus,1,0,1,0,0
143,"Wahana wisata menawarkan pemandangan perbukitan, hamparan sawah, dan kolam. Suasana sejuk dan asri. Banyak pilihan permainan, ada kereta sawah, atv, bebek air, naik kuda, dan kolam. Tempatnya luas, prasarana parkir mencukupi, agak kurang untuk toilet dan tempat sampah, mungkin bisa ditambah ketersediaan nya. Harga tiket masuk murah, tiket permainan jg terjangkau",0,0,1,1,0
144,Harus dateng pagi hari KLO weekend. Biar ga crowded,0,0,1,0,0
145,"Beragam permainan ., Sangat merekomended..",1,0,0,1,0
146,"Tempatnya bagus banget pelayanannya bagus, makanannya juga enak dan murah",1,1,1,0,1
147,Parkiran nya kalau hujan jembret,0,0,1,0,0
148,Krasan diwisata alam...tiket mumer...wahana lumayan pilihannya  menyenangkan kluarga gembira sepulang dari sumber gempong...,1,0,1,1,0
149,"Berkunjung pas tgl merah, waaah ternyata lumayan sekali pengunjungnya, suasana jadi sangat ramai walau tempat luas jadi terasa sesak, untuk wahana sepeda air hendaknya antrian disesuaikan dg no tiket seperti wahana kereta sawah agar lebih tertib antriannya.",0,0,1,1,0
150,Menyenangkan,1,0,0,1,0
151,Untuk mereka yang membutuhkan penyegaran diri sumber gempong Trawas sangat cocok udara sejuk suasana yang menyenangkan tiket masuk cuma 5000 Kalau mau naik kereta sawah tiket cuma 10000 berkeliling sawah dengan naik kereta sawah pokoknya asyik,1,0,1,1,0
152,Makanan murah merian dan lumayan enak,1,0,0,0,1
153,Suasana alami sangat sejuk,1,0,1,0,0
154,"Kalau kesini wajib nyebur ke kolam , cuman kalau bisa parkir mobil kasih tenda dong biar nggak hot melotot wkwkwk",0,0,1,1,0
155,Tempat wisata alam yg menarik buat keluarga selain pemandanganx yg indah dan hijau bisa untuk mengedukasi ank2 kita tentang pertanian di samping itu ada sumber mata air yg sangat jernih dan wahana permainan yg cukup banyak,1,0,1,1,0
156,Sejuk asri masih alami Untuk fasilitas mck mohon ditambahkan karen tidak seimbang dengan pengunjung,0,0,1,0,0
157,Lebih baik klo datang di hari kerja. Sore hari dan bawa tiker untuk santai dan menikmati udara dan pemandangan sejuk  Karena tempatnya panas Kurang tempat berteduh  Ada saung di beberapa titik.  Jajanan cukup mahal  Disarankan bawa motor klo anda sayang mobil anda  Untuk tiket murah,0,0,1,0,1
158,Pemandangan yg bagus.. Tiket masuk 5 ebu Parkir motor 3 ebu Sejuk..  mantap pokoknya,1,0,1,0,0
159,Sungguh zngt puaz dngn pmndangn dn lokazinxa zngt TPT dn untk terapi ikanxa zngt puaz.,1,0,1,0,0
160,"Fasilitas yang bagus, cocok buat ngopi dan ngelamun",1,0,1,0,1
161,"Tempat nya bagus, dan termasuk desa wisata. Hanya saja jalannya sangat nanjak",0,0,1,0,0
162,"Pemandangan sawah yang luar biasa Masya Allah, tapi akses menuju ke sana lumayan menegangkan. Kalau dari arah pandaan harus melewai tanjakan jurang ampel yang membuat motor supra saya ngos-ngosan hampir mundur, alhamdulillah Allah masih melindungi saya beserta anak & istri.",0,0,1,0,0
163,"Pertama kali ketempat ini masih dalam tahap pembangunan cafe. Terus ke-dua kalinya ternyata sudah jadi semua, hanya untuk fasilitas parkir nya masih kurang (mungkin masih tahap pembangunan). Banyak mainan untuk anak-anak, bikin anak-anak betah bermain disini. harga tiket masuk 5rb dewasa, parkir mobil 6rb. Terdapat musholla, ada banyak.",0,0,1,1,0
164,"Waspada musim hujan , karna daerah lereng bukit rawan banjir dan longsor",0,0,1,0,0
165,Wisata murah meriah. Tiket masuk cuma 5ribu per orang dan biaya parkir mobil 6ribu. Didalamnya banyak permainan yg tiketnya mulai 10rb smp 35rb. Ada kolam pemandian juga yg langsung dari sumber air jd pastinya no kaporit.,1,0,1,1,0
166,"Suka sekali dg tempat yang bernuansa alam, sawah pokoknya",1,0,1,0,0
167,Wisata untuk si kecil yang murah meriah tiket masuk cuma 5rb,1,0,1,0,0
168,"Perdana kesini, mulai akses masuk gang sempit gantian untuk mobil kalau berpapasan. Jalanan turun. Parkir mobil 6rebu, tiket masuk 5rebu/orang. Sangat murah tapi PR banget tempat parkirnya. Sangat terbatas tamu membludak rame. Alhasil penuh dan antri untuk parkir. Dan wahananya juga antri semua. Sampai bilas ganti pun harus antri. Beli Aqua di warung deket"" sawah 10rebu. Dan murah menurut saya malah di Cafe nuansa jogja itu. Ya kalau kesini mungkin harus Weekday   ",0,0,1,0,1
169,"Hanya karna kebablasan ambil tiket dipinggir jalan aja, disuru tukang parkirnya keluar lokasi dulu, padahal jalan keluar lumayan jauh dan muter. Udah bilang mau disamperin ke loket ya tetep aja diusir suruh keluar. Jalan masuknya sangat sempit. Lewati rumah-rumah warga dulu. Tempatnya biasa aja gada bagus bagusnya.. kalo panas kepanasan, kalo ujan ya ujan-ujan plus becek bgt. No recomended ini.. dari segi karyawan dan lokasi gada bagusnya.",0,1,1,0,1
170,Tempat nya bagus dan  cocok buat keluarga,1,0,1,0,0
171,"Tempatx asri ada permainan u anak""/dewasa",1,0,1,1,0
172,Tempatnya bagus asri Tiket masuk 5.000/orang Naik kereta 10.000/orang Ada kolam renang gratis banyak tempat jualan,1,0,1,1,0
173,harga tiket masuk murah cuma 5rb per orang... Bagus banget tempat nya...alam yg sejuk dg di kelilingi persawahan air nya bersih,1,0,1,0,0
174,Kalo siang panas,0,0,1,0,0
175,Wisata baru yg mengembangkan potensi yg ada berupa sumber mata air dengan sawah terasiring yg indah view gunung penanggungan dan di kelola oleh bumdes,1,1,1,0,0
176,"Berkesempatan bersama keluarga untuk berkunjung ke tempat ini. Overall dari segi tempat dan konsep cukup bagus. Suasana desanya dapet. Tapi di beberapa hal masih butuh perbaikan. Wahana sepeda bebek cuma disediakan beberapa unit, sangat kurang dibanding jumlah pengunjung saat weekend. Wahana kereta sawah perlu diperhatikan untuk safetynya, rel kereta dibuat tinggi sedangkan penumpang duduk digerbong kecil , cuma disediakan sabuk pengaman, bukan memakai pintu. Bagi anak-anak cukup berbahaya bila tidak didampingi orang tua. Kolam renangnya bercampur dengan ikan, sehingga airnya terasa bau amis. Lantai kolam dr batu. Harus ada perbaikan bila memang menyediakan kolam khusus renang. Parkir kurang memadai, tempat wisata kurang siap menghadapi lonjakan pengunjung.",0,0,1,1,0
177,KHAS INdah nya Alam Desa YG MASIH HIJAU  ...........,1,0,1,0,0
178,"Semakin bagus, semakin diperluas, banyak wahana permainan untuk anak, harga tiket per wahana jg terjangkau Wahana yang paling di gemari pengunjung adalah kereta sawah",1,0,1,1,0
179,Tempat yang bagus. Cocok untuk menghabiskan libur akhir pekan bersama keluarga.,1,0,1,0,0
180,pertama kali denger dari teman & sampai di lokasi saat reuni pertemanan 37 taun SD Puja I Sby tgl 11-02. tempat rapi-sejuk-wahana ada bbrp ( selanjutny mungkin perlu ditambah ). yg perlu dipikirkan ke depan masalah akses masuk & keluar yg jadi satu. apalagi posisi yg di tengah yg mau turunan & agak menanjak.,1,0,1,1,0
181,bagus ut arena mainan dewasa n anak2 cukup menghibur,1,0,1,1,0
182,dingin sejuk asik cocok buat piknik keluarga,1,0,1,0,0
183,Tempat wisata yang murah meriah tapi tempatnya bagus.,1,0,1,0,0
184,"Tiket murah, fasilitas baik, hanya akses keluar masuk, jalannya sempit",0,0,1,0,0
185,"Gk nyangka sebagus ini.Betah sekali di sana,apalagi cuaca bersahabat.Lain kali pasti balik lagi ke sana...mantavv pemandangannya",1,0,1,0,0
186,"wisata alam di mojokerto yg luas dan dingin, parkiran mobil luas, harga tiket masuk nya murah, cuma 5ribu, dan parkir mobil 6rb. makanan dan minuman nya juga relatif murah / sama saja dibanding diluar tempat wisata. jalan masuknya lumayan sempit buat mobil, aplg kl ada adu mobil dan ga ada petugas yg mngatur. banyak space kosong yg sebenarnya masih bs dimanfaatkan sama wahana2, tempat main anak ato tempat makan, biar lbh rame lagi. Pas pulang ga ada pemeriksaan karcis pulang, sebenernya jd aga khawatir sm keamanan kendaraan.",0,1,1,1,1
187,"Kurangnya tempat untuk duduk,dan disini sangat panas",0,0,1,0,0
188,Sangat indah tempatnya suasana pedesaan ya sangat kental...tiket masuknya pun kantong pelajar banget mantap lah... recommended lah wajib masuk daftar healing kalian klo ke trawas,1,0,1,0,0
189,Cocok buat santai bersama keluarga.,1,0,1,0,0
190,"Tempatnya bagus Tiketnya murah Makanan yg dijual juga murah dan terjangkau Sy kesana pas weekday tapi tambah siang tambah rame aja, mungkin karena tiket yg murah jadi banyak peminatnya",1,0,1,0,0
191,"Harga ramah di kantong,,,cocok pas lagi tgl tua  Harga makanan juga mumer,,,",1,0,1,0,1
192,Nice place.. anak g bosen kesini berkali kali..,1,0,1,0,0
